amka,shift_id,role
20000000006,22,ADMIN
20000000007,22,ADMIN
80036372124,23,DOCTOR
81344410739,23,DOCTOR
99795619901,23,DOCTOR
10000000052,23,NURSE
10000000053,23,NURSE
10000000054,23,NURSE
10000000055,23,NURSE
10000000056,23,NURSE
10000000057,23,NURSE
20000000014,23,ADMIN
20000000015,23,ADMIN
20287442157,24,DOCTOR
30871168286,24,DOCTOR
33575450249,24,DOCTOR
10000000020,24,NURSE
10000000021,24,NURSE
10000000022,24,NURSE
10000000023,24,NURSE
10000000024,24,NURSE
10000000025,24,NURSE
20000000000,24,ADMIN
20000000001,24,ADMIN
83923788555,25,DOCTOR
84320135602,25,DOCTOR
85282038277,25,DOCTOR
10000000058,25,NURSE
10000000059,25,NURSE
10000000060,25,NURSE
10000000061,25,NURSE
10000000062,25,NURSE
10000000063,25,NURSE
20000000016,25,ADMIN
20000000017,25,ADMIN
21389790404,26,DOCTOR
35895166626,26,DOCTOR
37233268274,26,DOCTOR
10000000026,26,NURSE
10000000027,26,NURSE
10000000028,26,NURSE
10000000029,26,NURSE
10000000030,26,NURSE
10000000031,26,NURSE
20000000002,26,ADMIN
20000000003,26,ADMIN
90134508778,27,DOCTOR
90656248238,27,DOCTOR
91367023329,27,DOCTOR
10000000064,27,NURSE
10000000065,27,NURSE
10000000066,27,NURSE
10000000067,27,NURSE
10000000068,27,NURSE
10000000069,27,NURSE
20000000018,27,ADMIN
20000000019,27,ADMIN
30639295654,28,DOCTOR
38538288127,28,DOCTOR
39243562439,28,DOCTOR
10000000032,28,NURSE
10000000033,28,NURSE
10000000034,28,NURSE
10000000035,28,NURSE
10000000036,28,NURSE
10000000037,28,NURSE
20000000004,28,ADMIN
20000000005,28,ADMIN
92698522280,29,DOCTOR
94613426776,29,DOCTOR
96575194408,29,DOCTOR
10000000070,29,NURSE
10000000071,29,NURSE
10000000072,29,NURSE
10000000073,29,NURSE
10000000074,29,NURSE
10000000075,29,NURSE
20000000020,29,ADMIN
20000000021,29,ADMIN
15517900330,30,DOCTOR
97287210691,30,DOCTOR
98870684482,30,DOCTOR
10000000000,30,NURSE
10000000001,30,NURSE
10000000076,30,NURSE
10000000077,30,NURSE
10000000078,30,NURSE
10000000079,30,NURSE
20000000022,30,ADMIN
20000000023,30,ADMIN
13706183648,31,DOCTOR
18716063973,31,DOCTOR
20140926142,31,DOCTOR
10000000002,31,NURSE
10000000003,31,NURSE
10000000004,31,NURSE
10000000005,31,NURSE
10000000006,31,NURSE
10000000007,31,NURSE
20000000024,31,ADMIN
20000000025,31,ADMIN
18193427864,32,DOCTOR
22561283452,32,DOCTOR
22585413484,32,DOCTOR
10000000008,32,NURSE
10000000009,32,NURSE
10000000010,32,NURSE
10000000011,32,NURSE
10000000012,32,NURSE
10000000013,32,NURSE
20000000026,32,ADMIN
20000000027,32,ADMIN
19276620746,33,DOCTOR
27946441835,33,DOCTOR
30689575097,33,DOCTOR
10000000014,33,NURSE
10000000015,33,NURSE
10000000016,33,NURSE
10000000017,33,NURSE
10000000018,33,NURSE
10000000019,33,NURSE
20000000028,33,ADMIN
20000000029,33,ADMIN
31551628292,34,DOCTOR
40850595762,34,DOCTOR
41069533517,34,DOCTOR
10000000038,34,NURSE
10000000039,34,NURSE
10000000040,34,NURSE
10000000041,34,NURSE
10000000042,34,NURSE
10000000043,34,NURSE
20000000006,34,ADMIN
20000000007,34,ADMIN
48486875122,35,DOCTOR
60552999461,35,DOCTOR
62496380045,35,DOCTOR
10000000006,35,NURSE
10000000007,35,NURSE
10000000008,35,NURSE
10000000009,35,NURSE
10000000010,35,NURSE
10000000011,35,NURSE
20000000022,35,ADMIN
20000000023,35,ADMIN
31976884284,36,DOCTOR
44869451267,36,DOCTOR
45979296668,36,DOCTOR
10000000044,36,NURSE
10000000045,36,NURSE
10000000046,36,NURSE
10000000047,36,NURSE
10000000048,36,NURSE
10000000049,36,NURSE
20000000008,36,ADMIN
20000000009,36,ADMIN
56784597458,37,DOCTOR
62743168874,37,DOCTOR
65063112418,37,DOCTOR
10000000012,37,NURSE
10000000013,37,NURSE
10000000014,37,NURSE
10000000015,37,NURSE
10000000016,37,NURSE
10000000017,37,NURSE
20000000024,37,ADMIN
20000000025,37,ADMIN
32379434579,38,DOCTOR
46055220563,38,DOCTOR
50922589695,38,DOCTOR
10000000050,38,NURSE
10000000051,38,NURSE
10000000052,38,NURSE
10000000053,38,NURSE
10000000054,38,NURSE
10000000055,38,NURSE
20000000010,38,ADMIN
20000000011,38,ADMIN
60334753081,39,DOCTOR
67697807470,39,DOCTOR
67758463500,39,DOCTOR
10000000018,39,NURSE
10000000019,39,NURSE
10000000020,39,NURSE
10000000021,39,NURSE
10000000022,39,NURSE
10000000023,39,NURSE
20000000026,39,ADMIN
20000000027,39,ADMIN
33860842912,40,DOCTOR
51734845697,40,DOCTOR
51927673524,40,DOCTOR
10000000056,40,NURSE
10000000057,40,NURSE
10000000058,40,NURSE
10000000059,40,NURSE
10000000060,40,NURSE
10000000061,40,NURSE
20000000012,40,ADMIN
20000000013,40,ADMIN
35134846364,41,DOCTOR
52288372388,41,DOCTOR
53262763012,41,DOCTOR
10000000062,41,NURSE
10000000063,41,NURSE
10000000064,41,NURSE
10000000065,41,NURSE
10000000066,41,NURSE
10000000067,41,NURSE
20000000014,41,ADMIN
20000000015,41,ADMIN
36702445480,42,DOCTOR
53434182353,42,DOCTOR
53727815147,42,DOCTOR
10000000068,42,NURSE
10000000069,42,NURSE
10000000070,42,NURSE
10000000071,42,NURSE
10000000072,42,NURSE
10000000073,42,NURSE
20000000016,42,ADMIN
20000000017,42,ADMIN
40889689402,43,DOCTOR
55878996856,43,DOCTOR
56650467990,43,DOCTOR
10000000074,43,NURSE
10000000075,43,NURSE
10000000076,43,NURSE
10000000077,43,NURSE
10000000078,43,NURSE
10000000079,43,NURSE
20000000018,43,ADMIN
20000000019,43,ADMIN
47960718664,44,DOCTOR
57199282441,44,DOCTOR
60170274590,44,DOCTOR
10000000000,44,NURSE
10000000001,44,NURSE
10000000002,44,NURSE
10000000003,44,NURSE
10000000004,44,NURSE
10000000005,44,NURSE
20000000020,44,ADMIN
20000000021,44,ADMIN
60344799227,45,DOCTOR
73253025603,45,DOCTOR
74997800957,45,DOCTOR
10000000024,45,NURSE
10000000025,45,NURSE
10000000026,45,NURSE
10000000027,45,NURSE
10000000028,45,NURSE
10000000029,45,NURSE
20000000028,45,ADMIN
20000000029,45,ADMIN
94613426776,46,DOCTOR
96575194408,46,DOCTOR
97287210691,46,DOCTOR
10000000072,46,NURSE
10000000073,46,NURSE
10000000074,46,NURSE
10000000075,46,NURSE
10000000076,46,NURSE
10000000077,46,NURSE
20000000014,46,ADMIN
20000000015,46,ADMIN
62066779638,47,DOCTOR
78832401220,47,DOCTOR
82857924186,47,DOCTOR
10000000030,47,NURSE
10000000031,47,NURSE
10000000032,47,NURSE
10000000033,47,NURSE
10000000034,47,NURSE
10000000035,47,NURSE
20000000000,47,ADMIN
20000000001,47,ADMIN
15517900330,48,DOCTOR
18716063973,48,DOCTOR
98870684482,48,DOCTOR
10000000000,48,NURSE
10000000001,48,NURSE
10000000002,48,NURSE
10000000003,48,NURSE
10000000078,48,NURSE
10000000079,48,NURSE
20000000016,48,ADMIN
20000000017,48,ADMIN
74895326292,49,DOCTOR
89981892222,49,DOCTOR
94374664371,49,DOCTOR
10000000036,49,NURSE
10000000037,49,NURSE
10000000038,49,NURSE
10000000039,49,NURSE
10000000040,49,NURSE
10000000041,49,NURSE
20000000002,49,ADMIN
20000000003,49,ADMIN
13706183648,50,DOCTOR
20140926142,50,DOCTOR
22561283452,50,DOCTOR
10000000004,50,NURSE
10000000005,50,NURSE
10000000006,50,NURSE
10000000007,50,NURSE
10000000008,50,NURSE
10000000009,50,NURSE
20000000018,50,ADMIN
20000000019,50,ADMIN
75339133780,51,DOCTOR
95448079151,51,DOCTOR
98451520706,51,DOCTOR
10000000042,51,NURSE
10000000043,51,NURSE
10000000044,51,NURSE
10000000045,51,NURSE
10000000046,51,NURSE
10000000047,51,NURSE
20000000004,51,ADMIN
20000000005,51,ADMIN
77117947422,52,DOCTOR
98901183989,52,DOCTOR
99795619901,52,DOCTOR
10000000048,52,NURSE
10000000049,52,NURSE
10000000050,52,NURSE
10000000051,52,NURSE
10000000052,52,NURSE
10000000053,52,NURSE
20000000006,52,ADMIN
20000000007,52,ADMIN
80036372124,53,DOCTOR
81344410739,53,DOCTOR
83923788555,53,DOCTOR
10000000054,53,NURSE
10000000055,53,NURSE
10000000056,53,NURSE
10000000057,53,NURSE
10000000058,53,NURSE
10000000059,53,NURSE
20000000008,53,ADMIN
20000000009,53,ADMIN
84320135602,54,DOCTOR
85282038277,54,DOCTOR
90134508778,54,DOCTOR
10000000060,54,NURSE
10000000061,54,NURSE
10000000062,54,NURSE
10000000063,54,NURSE
10000000064,54,NURSE
10000000065,54,NURSE
20000000010,54,ADMIN
20000000011,54,ADMIN
90656248238,55,DOCTOR
91367023329,55,DOCTOR
92698522280,55,DOCTOR
10000000066,55,NURSE
10000000067,55,NURSE
10000000068,55,NURSE
10000000069,55,NURSE
10000000070,55,NURSE
10000000071,55,NURSE
20000000012,55,ADMIN
20000000013,55,ADMIN
18193427864,56,DOCTOR
22585413484,56,DOCTOR
27946441835,56,DOCTOR
10000000010,56,NURSE
10000000011,56,NURSE
10000000012,56,NURSE
10000000013,56,NURSE
10000000014,56,NURSE
10000000015,56,NURSE
20000000020,56,ADMIN
20000000021,56,ADMIN
33860842912,57,DOCTOR
51927673524,57,DOCTOR
52288372388,57,DOCTOR
10000000058,57,NURSE
10000000059,57,NURSE
10000000060,57,NURSE
10000000061,57,NURSE
10000000062,57,NURSE
10000000063,57,NURSE
20000000006,57,ADMIN
20000000007,57,ADMIN
19276620746,58,DOCTOR
30689575097,58,DOCTOR
30871168286,58,DOCTOR
10000000016,58,NURSE
10000000017,58,NURSE
10000000018,58,NURSE
10000000019,58,NURSE
10000000020,58,NURSE
10000000021,58,NURSE
20000000022,58,ADMIN
20000000023,58,ADMIN
35134846364,59,DOCTOR
53262763012,59,DOCTOR
53434182353,59,DOCTOR
10000000064,59,NURSE
10000000065,59,NURSE
10000000066,59,NURSE
10000000067,59,NURSE
10000000068,59,NURSE
10000000069,59,NURSE
20000000008,59,ADMIN
20000000009,59,ADMIN
20287442157,60,DOCTOR
33575450249,60,DOCTOR
35895166626,60,DOCTOR
10000000022,60,NURSE
10000000023,60,NURSE
10000000024,60,NURSE
10000000025,60,NURSE
10000000026,60,NURSE
10000000027,60,NURSE
20000000024,60,ADMIN
20000000025,60,ADMIN
36702445480,61,DOCTOR
53727815147,61,DOCTOR
55878996856,61,DOCTOR
10000000070,61,NURSE
10000000071,61,NURSE
10000000072,61,NURSE
10000000073,61,NURSE
10000000074,61,NURSE
10000000075,61,NURSE
20000000010,61,ADMIN
20000000011,61,ADMIN
21389790404,62,DOCTOR
37233268274,62,DOCTOR
38538288127,62,DOCTOR
10000000028,62,NURSE
10000000029,62,NURSE
10000000030,62,NURSE
10000000031,62,NURSE
10000000032,62,NURSE
10000000033,62,NURSE
20000000026,62,ADMIN
20000000027,62,ADMIN
30639295654,63,DOCTOR
39243562439,63,DOCTOR
40850595762,63,DOCTOR
10000000034,63,NURSE
10000000035,63,NURSE
10000000036,63,NURSE
10000000037,63,NURSE
10000000038,63,NURSE
10000000039,63,NURSE
20000000028,63,ADMIN
20000000029,63,ADMIN
31551628292,64,DOCTOR
41069533517,64,DOCTOR
44869451267,64,DOCTOR
10000000040,64,NURSE
10000000041,64,NURSE
10000000042,64,NURSE
10000000043,64,NURSE
10000000044,64,NURSE
10000000045,64,NURSE
20000000000,64,ADMIN
20000000001,64,ADMIN
31976884284,65,DOCTOR
45979296668,65,DOCTOR
46055220563,65,DOCTOR
10000000046,65,NURSE
10000000047,65,NURSE
10000000048,65,NURSE
10000000049,65,NURSE
10000000050,65,NURSE
10000000051,65,NURSE
20000000002,65,ADMIN
20000000003,65,ADMIN
32379434579,66,DOCTOR
50922589695,66,DOCTOR
51734845697,66,DOCTOR
10000000052,66,NURSE
10000000053,66,NURSE
10000000054,66,NURSE
10000000055,66,NURSE
10000000056,66,NURSE
10000000057,66,NURSE
20000000004,66,ADMIN
20000000005,66,ADMIN
40889689402,67,DOCTOR
56650467990,67,DOCTOR
57199282441,67,DOCTOR
10000000000,67,NURSE
10000000001,67,NURSE
10000000076,67,NURSE
10000000077,67,NURSE
10000000078,67,NURSE
10000000079,67,NURSE
20000000012,67,ADMIN
20000000013,67,ADMIN
47960718664,68,DOCTOR
60170274590,68,DOCTOR
60552999461,68,DOCTOR
10000000002,68,NURSE
10000000003,68,NURSE
10000000004,68,NURSE
10000000005,68,NURSE
10000000006,68,NURSE
10000000007,68,NURSE
20000000014,68,ADMIN
20000000015,68,ADMIN
48486875122,69,DOCTOR
62496380045,69,DOCTOR
62743168874,69,DOCTOR
10000000008,69,NURSE
10000000009,69,NURSE
10000000010,69,NURSE
10000000011,69,NURSE
10000000012,69,NURSE
10000000013,69,NURSE
20000000016,69,ADMIN
20000000017,69,ADMIN
56784597458,70,DOCTOR
65063112418,70,DOCTOR
67697807470,70,DOCTOR
10000000014,70,NURSE
10000000015,70,NURSE
10000000016,70,NURSE
10000000017,70,NURSE
10000000018,70,NURSE
10000000019,70,NURSE
20000000018,70,ADMIN
20000000019,70,ADMIN
60334753081,71,DOCTOR
67758463500,71,DOCTOR
73253025603,71,DOCTOR
10000000020,71,NURSE
10000000021,71,NURSE
10000000022,71,NURSE
10000000023,71,NURSE
10000000024,71,NURSE
10000000025,71,NURSE
20000000020,71,ADMIN
20000000021,71,ADMIN
60344799227,72,DOCTOR
74997800957,72,DOCTOR
78832401220,72,DOCTOR
10000000026,72,NURSE
10000000027,72,NURSE
10000000028,72,NURSE
10000000029,72,NURSE
10000000030,72,NURSE
10000000031,72,NURSE
20000000022,72,ADMIN
20000000023,72,ADMIN
62066779638,73,DOCTOR
82857924186,73,DOCTOR
89981892222,73,DOCTOR
10000000032,73,NURSE
10000000033,73,NURSE
10000000034,73,NURSE
10000000035,73,NURSE
10000000036,73,NURSE
10000000037,73,NURSE
20000000024,73,ADMIN
20000000025,73,ADMIN
74895326292,74,DOCTOR
94374664371,74,DOCTOR
95448079151,74,DOCTOR
10000000038,74,NURSE
10000000039,74,NURSE
10000000040,74,NURSE
10000000041,74,NURSE
10000000042,74,NURSE
10000000043,74,NURSE
20000000026,74,ADMIN
20000000027,74,ADMIN
75339133780,75,DOCTOR
98451520706,75,DOCTOR
98901183989,75,DOCTOR
10000000044,75,NURSE
10000000045,75,NURSE
10000000046,75,NURSE
10000000047,75,NURSE
10000000048,75,NURSE
10000000049,75,NURSE
20000000028,75,ADMIN
20000000029,75,ADMIN
77117947422,76,DOCTOR
80036372124,76,DOCTOR
99795619901,76,DOCTOR
10000000050,76,NURSE
10000000051,76,NURSE
10000000052,76,NURSE
10000000053,76,NURSE
10000000054,76,NURSE
10000000055,76,NURSE
20000000000,76,ADMIN
20000000001,76,ADMIN
81344410739,77,DOCTOR
83923788555,77,DOCTOR
84320135602,77,DOCTOR
10000000056,77,NURSE
10000000057,77,NURSE
10000000058,77,NURSE
10000000059,77,NURSE
10000000060,77,NURSE
10000000061,77,NURSE
20000000002,77,ADMIN
20000000003,77,ADMIN
85282038277,78,DOCTOR
90134508778,78,DOCTOR
90656248238,78,DOCTOR
10000000062,78,NURSE
10000000063,78,NURSE
10000000064,78,NURSE
10000000065,78,NURSE
10000000066,78,NURSE
10000000067,78,NURSE
20000000004,78,ADMIN
20000000005,78,ADMIN
91367023329,79,DOCTOR
92698522280,79,DOCTOR
94613426776,79,DOCTOR
10000000068,79,NURSE
10000000069,79,NURSE
10000000070,79,NURSE
10000000071,79,NURSE
10000000072,79,NURSE
10000000073,79,NURSE
20000000006,79,ADMIN
20000000007,79,ADMIN
96575194408,80,DOCTOR
97287210691,80,DOCTOR
98870684482,80,DOCTOR
10000000074,80,NURSE
10000000075,80,NURSE
10000000076,80,NURSE
10000000077,80,NURSE
10000000078,80,NURSE
10000000079,80,NURSE
20000000008,80,ADMIN
20000000009,80,ADMIN
13706183648,81,DOCTOR
15517900330,81,DOCTOR
18716063973,81,DOCTOR
10000000000,81,NURSE
10000000001,81,NURSE
10000000002,81,NURSE
10000000003,81,NURSE
10000000004,81,NURSE
10000000005,81,NURSE
20000000010,81,ADMIN
20000000011,81,ADMIN
18193427864,82,DOCTOR
20140926142,82,DOCTOR
22561283452,82,DOCTOR
10000000006,82,NURSE
10000000007,82,NURSE
10000000008,82,NURSE
10000000009,82,NURSE
10000000010,82,NURSE
10000000011,82,NURSE
20000000012,82,ADMIN
20000000013,82,ADMIN
19276620746,83,DOCTOR
22585413484,83,DOCTOR
27946441835,83,DOCTOR
10000000012,83,NURSE
10000000013,83,NURSE
10000000014,83,NURSE
10000000015,83,NURSE
10000000016,83,NURSE
10000000017,83,NURSE
20000000014,83,ADMIN
20000000015,83,ADMIN
20287442157,84,DOCTOR
30689575097,84,DOCTOR
30871168286,84,DOCTOR
10000000018,84,NURSE
10000000019,84,NURSE
10000000020,84,NURSE
10000000021,84,NURSE
10000000022,84,NURSE
10000000023,84,NURSE
20000000016,84,ADMIN
20000000017,84,ADMIN
21389790404,85,DOCTOR
33575450249,85,DOCTOR
35895166626,85,DOCTOR
10000000024,85,NURSE
10000000025,85,NURSE
10000000026,85,NURSE
10000000027,85,NURSE
10000000028,85,NURSE
10000000029,85,NURSE
20000000018,85,ADMIN
20000000019,85,ADMIN
30639295654,86,DOCTOR
37233268274,86,DOCTOR
38538288127,86,DOCTOR
10000000030,86,NURSE
10000000031,86,NURSE
10000000032,86,NURSE
10000000033,86,NURSE
10000000034,86,NURSE
10000000035,86,NURSE
20000000020,86,ADMIN
20000000021,86,ADMIN
31551628292,87,DOCTOR
39243562439,87,DOCTOR
40850595762,87,DOCTOR
10000000036,87,NURSE
10000000037,87,NURSE
10000000038,87,NURSE
10000000039,87,NURSE
10000000040,87,NURSE
10000000041,87,NURSE
20000000022,87,ADMIN
20000000023,87,ADMIN
31976884284,88,DOCTOR
41069533517,88,DOCTOR
44869451267,88,DOCTOR
10000000042,88,NURSE
10000000043,88,NURSE
10000000044,88,NURSE
10000000045,88,NURSE
10000000046,88,NURSE
10000000047,88,NURSE
20000000024,88,ADMIN
20000000025,88,ADMIN
32379434579,89,DOCTOR
45979296668,89,DOCTOR
46055220563,89,DOCTOR
10000000048,89,NURSE
10000000049,89,NURSE
10000000050,89,NURSE
10000000051,89,NURSE
10000000052,89,NURSE
10000000053,89,NURSE
20000000026,89,ADMIN
20000000027,89,ADMIN
33860842912,90,DOCTOR
50922589695,90,DOCTOR
51734845697,90,DOCTOR
10000000054,90,NURSE
10000000055,90,NURSE
10000000056,90,NURSE
10000000057,90,NURSE
10000000058,90,NURSE
10000000059,90,NURSE
20000000028,90,ADMIN
20000000029,90,ADMIN
35134846364,91,DOCTOR
51927673524,91,DOCTOR
52288372388,91,DOCTOR
10000000060,91,NURSE
10000000061,91,NURSE
10000000062,91,NURSE
10000000063,91,NURSE
10000000064,91,NURSE
10000000065,91,NURSE
20000000000,91,ADMIN
20000000001,91,ADMIN
36702445480,92,DOCTOR
53262763012,92,DOCTOR
53434182353,92,DOCTOR
10000000066,92,NURSE
10000000067,92,NURSE
10000000068,92,NURSE
10000000069,92,NURSE
10000000070,92,NURSE
10000000071,92,NURSE
20000000002,92,ADMIN
20000000003,92,ADMIN
40889689402,93,DOCTOR
53727815147,93,DOCTOR
55878996856,93,DOCTOR
10000000072,93,NURSE
10000000073,93,NURSE
10000000074,93,NURSE
10000000075,93,NURSE
10000000076,93,NURSE
10000000077,93,NURSE
20000000004,93,ADMIN
20000000005,93,ADMIN
47960718664,94,DOCTOR
56650467990,94,DOCTOR
57199282441,94,DOCTOR
10000000000,94,NURSE
10000000001,94,NURSE
10000000002,94,NURSE
10000000003,94,NURSE
10000000078,94,NURSE
10000000079,94,NURSE
20000000006,94,ADMIN
20000000007,94,ADMIN
48486875122,95,DOCTOR
60170274590,95,DOCTOR
60552999461,95,DOCTOR
10000000004,95,NURSE
10000000005,95,NURSE
10000000006,95,NURSE
10000000007,95,NURSE
10000000008,95,NURSE
10000000009,95,NURSE
20000000008,95,ADMIN
20000000009,95,ADMIN
56784597458,96,DOCTOR
62496380045,96,DOCTOR
62743168874,96,DOCTOR
10000000010,96,NURSE
10000000011,96,NURSE
10000000012,96,NURSE
10000000013,96,NURSE
10000000014,96,NURSE
10000000015,96,NURSE
20000000010,96,ADMIN
20000000011,96,ADMIN
60334753081,97,DOCTOR
65063112418,97,DOCTOR
67697807470,97,DOCTOR
10000000016,97,NURSE
10000000017,97,NURSE
10000000018,97,NURSE
10000000019,97,NURSE
10000000020,97,NURSE
10000000021,97,NURSE
20000000012,97,ADMIN
20000000013,97,ADMIN
60344799227,98,DOCTOR
67758463500,98,DOCTOR
73253025603,98,DOCTOR
10000000022,98,NURSE
10000000023,98,NURSE
10000000024,98,NURSE
10000000025,98,NURSE
10000000026,98,NURSE
10000000027,98,NURSE
20000000014,98,ADMIN
20000000015,98,ADMIN
62066779638,99,DOCTOR
74997800957,99,DOCTOR
78832401220,99,DOCTOR
10000000028,99,NURSE
10000000029,99,NURSE
10000000030,99,NURSE
10000000031,99,NURSE
10000000032,99,NURSE
10000000033,99,NURSE
20000000016,99,ADMIN
20000000017,99,ADMIN
74895326292,100,DOCTOR
82857924186,100,DOCTOR
89981892222,100,DOCTOR
10000000034,100,NURSE
10000000035,100,NURSE
10000000036,100,NURSE
10000000037,100,NURSE
10000000038,100,NURSE
10000000039,100,NURSE
